text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Your account has been compromised, click here 1838",http://192.168.53.53/login.php,1,30,1,4,0,3
"Welcome to our website, user 1010",https://www.legit1010.com/login,0,31,0,2,1,1
"Welcome to our website, user 323",https://www.legit323.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 396",http://192.168.141.141/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 990",http://192.168.225.225/login.php,1,32,1,4,0,3
"Welcome to our website, user 3172",https://www.legit3172.com/login,0,31,0,2,1,1
"Welcome to our website, user 334",https://www.legit334.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3305",http://192.168.245.245/login.php,1,32,1,4,0,3
"Welcome to our website, user 2210",https://www.legit2210.com/login,0,31,0,2,1,1
"Welcome to our website, user 4271",https://www.legit4271.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1740",http://192.168.210.210/login.php,1,32,1,4,0,3
"Welcome to our website, user 233",https://www.legit233.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 950",http://192.168.185.185/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 737",http://192.168.227.227/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2921",http://192.168.116.116/login.php,1,32,1,4,0,3
"Welcome to our website, user 2348",https://www.legit2348.com/login,0,31,0,2,1,1
"Welcome to our website, user 2036",https://www.legit2036.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2484",http://192.168.189.189/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1006",http://192.168.241.241/login.php,1,32,1,4,0,3
"Welcome to our website, user 4553",https://www.legit4553.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3072",http://192.168.12.12/login.php,1,30,1,4,0,3
"Welcome to our website, user 1458",https://www.legit1458.com/login,0,31,0,2,1,1
"Welcome to our website, user 3288",https://www.legit3288.com/login,0,31,0,2,1,1
"Welcome to our website, user 3064",https://www.legit3064.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4436",http://192.168.101.101/login.php,1,32,1,4,0,3
"Welcome to our website, user 774",https://www.legit774.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1832",http://192.168.47.47/login.php,1,30,1,4,0,3
"Welcome to our website, user 871",https://www.legit871.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3749",http://192.168.179.179/login.php,1,32,1,4,0,3
"Welcome to our website, user 1263",https://www.legit1263.com/login,0,31,0,2,1,1
"Welcome to our website, user 4833",https://www.legit4833.com/login,0,31,0,2,1,1
"Welcome to our website, user 3894",https://www.legit3894.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1323",http://192.168.48.48/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4212",http://192.168.132.132/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2019",http://192.168.234.234/login.php,1,32,1,4,0,3
"Welcome to our website, user 1220",https://www.legit1220.com/login,0,31,0,2,1,1
"Welcome to our website, user 1446",https://www.legit1446.com/login,0,31,0,2,1,1
"Welcome to our website, user 3184",https://www.legit3184.com/login,0,31,0,2,1,1
"Welcome to our website, user 408",https://www.legit408.com/login,0,30,0,2,1,1
"Welcome to our website, user 4344",https://www.legit4344.com/login,0,31,0,2,1,1
"Welcome to our website, user 3021",https://www.legit3021.com/login,0,31,0,2,1,1
"Welcome to our website, user 2303",https://www.legit2303.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1271",http://192.168.251.251/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3280",http://192.168.220.220/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1641",http://192.168.111.111/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1955",http://192.168.170.170/login.php,1,32,1,4,0,3
"Welcome to our website, user 2109",https://www.legit2109.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 351",http://192.168.96.96/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4683",http://192.168.93.93/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3343",http://192.168.28.28/login.php,1,30,1,4,0,3
"Welcome to our website, user 4549",https://www.legit4549.com/login,0,31,0,2,1,1
"Welcome to our website, user 1880",https://www.legit1880.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 945",http://192.168.180.180/login.php,1,32,1,4,0,3
"Welcome to our website, user 1737",https://www.legit1737.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2793",http://192.168.243.243/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 212",http://192.168.212.212/login.php,1,32,1,4,0,3
"Welcome to our website, user 3208",https://www.legit3208.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2082",http://192.168.42.42/login.php,1,30,1,4,0,3
"Welcome to our website, user 2055",https://www.legit2055.com/login,0,31,0,2,1,1
"Welcome to our website, user 1688",https://www.legit1688.com/login,0,31,0,2,1,1
"Welcome to our website, user 4779",https://www.legit4779.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2475",http://192.168.180.180/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2876",http://192.168.71.71/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1749",http://192.168.219.219/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3555",http://192.168.240.240/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3122",http://192.168.62.62/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1990",http://192.168.205.205/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3266",http://192.168.206.206/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3539",http://192.168.224.224/login.php,1,32,1,4,0,3
"Welcome to our website, user 3392",https://www.legit3392.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1325",http://192.168.50.50/login.php,1,30,1,4,0,3
"Welcome to our website, user 3528",https://www.legit3528.com/login,0,31,0,2,1,1
"Welcome to our website, user 4604",https://www.legit4604.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2023",http://192.168.238.238/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1321",http://192.168.46.46/login.php,1,30,1,4,0,3
"Welcome to our website, user 745",https://www.legit745.com/login,0,30,0,2,1,1
"Welcome to our website, user 710",https://www.legit710.com/login,0,30,0,2,1,1
"Welcome to our website, user 379",https://www.legit379.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3782",http://192.168.212.212/login.php,1,32,1,4,0,3
"Welcome to our website, user 3011",https://www.legit3011.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3858",http://192.168.33.33/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2152",http://192.168.112.112/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3566",http://192.168.251.251/login.php,1,32,1,4,0,3
"Welcome to our website, user 3497",https://www.legit3497.com/login,0,31,0,2,1,1
"Welcome to our website, user 3889",https://www.legit3889.com/login,0,31,0,2,1,1
"Welcome to our website, user 4484",https://www.legit4484.com/login,0,31,0,2,1,1
"Welcome to our website, user 4011",https://www.legit4011.com/login,0,31,0,2,1,1
"Welcome to our website, user 2619",https://www.legit2619.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1670",http://192.168.140.140/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1512",http://192.168.237.237/login.php,1,32,1,4,0,3
"Welcome to our website, user 3467",https://www.legit3467.com/login,0,31,0,2,1,1
"Welcome to our website, user 1313",https://www.legit1313.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3605",http://192.168.35.35/login.php,1,30,1,4,0,3
"Welcome to our website, user 2069",https://www.legit2069.com/login,0,31,0,2,1,1
"Welcome to our website, user 2982",https://www.legit2982.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 914",http://192.168.149.149/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4170",http://192.168.90.90/login.php,1,30,1,4,0,3
"Welcome to our website, user 1285",https://www.legit1285.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3990",http://192.168.165.165/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3429",http://192.168.114.114/login.php,1,32,1,4,0,3
"Welcome to our website, user 1349",https://www.legit1349.com/login,0,31,0,2,1,1
"Welcome to our website, user 2611",https://www.legit2611.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4494",http://192.168.159.159/login.php,1,32,1,4,0,3
"Welcome to our website, user 3668",https://www.legit3668.com/login,0,31,0,2,1,1
"Welcome to our website, user 2221",https://www.legit2221.com/login,0,31,0,2,1,1
"Welcome to our website, user 427",https://www.legit427.com/login,0,30,0,2,1,1
"Welcome to our website, user 653",https://www.legit653.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4913",http://192.168.68.68/login.php,1,30,1,4,0,3
"Welcome to our website, user 3535",https://www.legit3535.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2736",http://192.168.186.186/login.php,1,32,1,4,0,3
"Welcome to our website, user 3245",https://www.legit3245.com/login,0,31,0,2,1,1
"Welcome to our website, user 4740",https://www.legit4740.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4068",http://192.168.243.243/login.php,1,32,1,4,0,3
"Welcome to our website, user 4099",https://www.legit4099.com/login,0,31,0,2,1,1
"Welcome to our website, user 4100",https://www.legit4100.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1959",http://192.168.174.174/login.php,1,32,1,4,0,3
"Welcome to our website, user 611",https://www.legit611.com/login,0,30,0,2,1,1
"Welcome to our website, user 4288",https://www.legit4288.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3570",http://192.168.0.0/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 4712",http://192.168.122.122/login.php,1,32,1,4,0,3
"Welcome to our website, user 1543",https://www.legit1543.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4535",http://192.168.200.200/login.php,1,32,1,4,0,3
"Welcome to our website, user 3853",https://www.legit3853.com/login,0,31,0,2,1,1
"Welcome to our website, user 554",https://www.legit554.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1365",http://192.168.90.90/login.php,1,30,1,4,0,3
"Welcome to our website, user 511",https://www.legit511.com/login,0,30,0,2,1,1
"Welcome to our website, user 3206",https://www.legit3206.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3084",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 967",https://www.legit967.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1043",http://192.168.23.23/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1879",http://192.168.94.94/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1775",http://192.168.245.245/login.php,1,32,1,4,0,3
"Welcome to our website, user 3295",https://www.legit3295.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3701",http://192.168.131.131/login.php,1,32,1,4,0,3
"Welcome to our website, user 3429",https://www.legit3429.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3870",http://192.168.45.45/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1962",http://192.168.177.177/login.php,1,32,1,4,0,3
"Welcome to our website, user 2088",https://www.legit2088.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3499",http://192.168.184.184/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1162",http://192.168.142.142/login.php,1,32,1,4,0,3
"Welcome to our website, user 3210",https://www.legit3210.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4200",http://192.168.120.120/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1605",http://192.168.75.75/login.php,1,30,1,4,0,3
"Welcome to our website, user 1109",https://www.legit1109.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 728",http://192.168.218.218/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2829",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 1038",https://www.legit1038.com/login,0,31,0,2,1,1
"Welcome to our website, user 1194",https://www.legit1194.com/login,0,31,0,2,1,1
"Welcome to our website, user 4474",https://www.legit4474.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4874",http://192.168.29.29/login.php,1,30,1,4,0,3
"Welcome to our website, user 2122",https://www.legit2122.com/login,0,31,0,2,1,1
"Welcome to our website, user 4982",https://www.legit4982.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3973",http://192.168.148.148/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 700",http://192.168.190.190/login.php,1,32,1,4,0,3
"Welcome to our website, user 934",https://www.legit934.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1101",http://192.168.81.81/login.php,1,30,1,4,0,3
"Welcome to our website, user 4689",https://www.legit4689.com/login,0,31,0,2,1,1
"Welcome to our website, user 394",https://www.legit394.com/login,0,30,0,2,1,1
"Welcome to our website, user 4685",https://www.legit4685.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3776",http://192.168.206.206/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4165",http://192.168.85.85/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 980",http://192.168.215.215/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4942",http://192.168.97.97/login.php,1,30,1,4,0,3
"Welcome to our website, user 2191",https://www.legit2191.com/login,0,31,0,2,1,1
"Welcome to our website, user 1297",https://www.legit1297.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 44",http://192.168.44.44/login.php,1,30,1,4,0,3
"Welcome to our website, user 1162",https://www.legit1162.com/login,0,31,0,2,1,1
"Welcome to our website, user 4254",https://www.legit4254.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1372",http://192.168.97.97/login.php,1,30,1,4,0,3
"Welcome to our website, user 1527",https://www.legit1527.com/login,0,31,0,2,1,1
"Welcome to our website, user 4342",https://www.legit4342.com/login,0,31,0,2,1,1
"Welcome to our website, user 2030",https://www.legit2030.com/login,0,31,0,2,1,1
"Welcome to our website, user 3060",https://www.legit3060.com/login,0,31,0,2,1,1
"Welcome to our website, user 58",https://www.legit58.com/login,0,29,0,2,1,1
"Welcome to our website, user 2405",https://www.legit2405.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 6",http://192.168.6.6/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 1157",http://192.168.137.137/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2375",http://192.168.80.80/login.php,1,30,1,4,0,3
"Welcome to our website, user 4506",https://www.legit4506.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 214",http://192.168.214.214/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1029",http://192.168.9.9/login.php,1,28,1,4,0,3
"Welcome to our website, user 1780",https://www.legit1780.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 447",http://192.168.192.192/login.php,1,32,1,4,0,3
"Welcome to our website, user 4606",https://www.legit4606.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1914",http://192.168.129.129/login.php,1,32,1,4,0,3
"Welcome to our website, user 676",https://www.legit676.com/login,0,30,0,2,1,1
"Welcome to our website, user 3582",https://www.legit3582.com/login,0,31,0,2,1,1
"Welcome to our website, user 3653",https://www.legit3653.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2920",http://192.168.115.115/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4499",http://192.168.164.164/login.php,1,32,1,4,0,3
"Welcome to our website, user 2732",https://www.legit2732.com/login,0,31,0,2,1,1
"Welcome to our website, user 4787",https://www.legit4787.com/login,0,31,0,2,1,1
"Welcome to our website, user 2754",https://www.legit2754.com/login,0,31,0,2,1,1
"Welcome to our website, user 2337",https://www.legit2337.com/login,0,31,0,2,1,1
"Welcome to our website, user 3643",https://www.legit3643.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2737",http://192.168.187.187/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 516",http://192.168.6.6/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 246",http://192.168.246.246/login.php,1,32,1,4,0,3
"Welcome to our website, user 866",https://www.legit866.com/login,0,30,0,2,1,1
"Welcome to our website, user 4447",https://www.legit4447.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 71",http://192.168.71.71/login.php,1,30,1,4,0,3
"Welcome to our website, user 4881",https://www.legit4881.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4510",http://192.168.175.175/login.php,1,32,1,4,0,3
"Welcome to our website, user 3002",https://www.legit3002.com/login,0,31,0,2,1,1
"Welcome to our website, user 2225",https://www.legit2225.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4056",http://192.168.231.231/login.php,1,32,1,4,0,3
"Welcome to our website, user 4826",https://www.legit4826.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2621",http://192.168.71.71/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4689",http://192.168.99.99/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 500",http://192.168.245.245/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4700",http://192.168.110.110/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3478",http://192.168.163.163/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 502",http://192.168.247.247/login.php,1,32,1,4,0,3
"Welcome to our website, user 1210",https://www.legit1210.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4083",http://192.168.3.3/login.php,1,28,1,4,0,3
"Welcome to our website, user 2288",https://www.legit2288.com/login,0,31,0,2,1,1
"Welcome to our website, user 2183",https://www.legit2183.com/login,0,31,0,2,1,1
"Welcome to our website, user 2862",https://www.legit2862.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1861",http://192.168.76.76/login.php,1,30,1,4,0,3
"Welcome to our website, user 2362",https://www.legit2362.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3463",http://192.168.148.148/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1332",http://192.168.57.57/login.php,1,30,1,4,0,3
"Welcome to our website, user 4064",https://www.legit4064.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4546",http://192.168.211.211/login.php,1,32,1,4,0,3
"Welcome to our website, user 617",https://www.legit617.com/login,0,30,0,2,1,1
"Welcome to our website, user 3281",https://www.legit3281.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 226",http://192.168.226.226/login.php,1,32,1,4,0,3
"Welcome to our website, user 3397",https://www.legit3397.com/login,0,31,0,2,1,1
"Welcome to our website, user 3065",https://www.legit3065.com/login,0,31,0,2,1,1
"Welcome to our website, user 766",https://www.legit766.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2078",http://192.168.38.38/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 279",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 4149",https://www.legit4149.com/login,0,31,0,2,1,1
"Welcome to our website, user 1144",https://www.legit1144.com/login,0,31,0,2,1,1
"Welcome to our website, user 4248",https://www.legit4248.com/login,0,31,0,2,1,1
"Welcome to our website, user 4110",https://www.legit4110.com/login,0,31,0,2,1,1
"Welcome to our website, user 462",https://www.legit462.com/login,0,30,0,2,1,1
"Welcome to our website, user 2932",https://www.legit2932.com/login,0,31,0,2,1,1
"Welcome to our website, user 4623",https://www.legit4623.com/login,0,31,0,2,1,1
"Welcome to our website, user 3813",https://www.legit3813.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1308",http://192.168.33.33/login.php,1,30,1,4,0,3
"Welcome to our website, user 4341",https://www.legit4341.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 300",http://192.168.45.45/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1804",http://192.168.19.19/login.php,1,30,1,4,0,3
"Welcome to our website, user 3282",https://www.legit3282.com/login,0,31,0,2,1,1
"Welcome to our website, user 2574",https://www.legit2574.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2961",http://192.168.156.156/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2879",http://192.168.74.74/login.php,1,30,1,4,0,3
"Welcome to our website, user 828",https://www.legit828.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1486",http://192.168.211.211/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2599",http://192.168.49.49/login.php,1,30,1,4,0,3
"Welcome to our website, user 2540",https://www.legit2540.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 746",http://192.168.236.236/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3526",http://192.168.211.211/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4566",http://192.168.231.231/login.php,1,32,1,4,0,3
"Welcome to our website, user 3742",https://www.legit3742.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2498",http://192.168.203.203/login.php,1,32,1,4,0,3
"Welcome to our website, user 3524",https://www.legit3524.com/login,0,31,0,2,1,1
"Welcome to our website, user 20",https://www.legit20.com/login,0,29,0,2,1,1
"Welcome to our website, user 1915",https://www.legit1915.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1571",http://192.168.41.41/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4018",http://192.168.193.193/login.php,1,32,1,4,0,3
"Welcome to our website, user 2012",https://www.legit2012.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 405",http://192.168.150.150/login.php,1,32,1,4,0,3
"Welcome to our website, user 1295",https://www.legit1295.com/login,0,31,0,2,1,1
"Welcome to our website, user 3745",https://www.legit3745.com/login,0,31,0,2,1,1
"Welcome to our website, user 591",https://www.legit591.com/login,0,30,0,2,1,1
"Welcome to our website, user 1406",https://www.legit1406.com/login,0,31,0,2,1,1
"Welcome to our website, user 221",https://www.legit221.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 617",http://192.168.107.107/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1248",http://192.168.228.228/login.php,1,32,1,4,0,3
"Welcome to our website, user 4418",https://www.legit4418.com/login,0,31,0,2,1,1
"Welcome to our website, user 858",https://www.legit858.com/login,0,30,0,2,1,1
"Welcome to our website, user 1783",https://www.legit1783.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2259",http://192.168.219.219/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1856",http://192.168.71.71/login.php,1,30,1,4,0,3
"Welcome to our website, user 1954",https://www.legit1954.com/login,0,31,0,2,1,1
"Welcome to our website, user 1746",https://www.legit1746.com/login,0,31,0,2,1,1
"Welcome to our website, user 3132",https://www.legit3132.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3036",http://192.168.231.231/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3850",http://192.168.25.25/login.php,1,30,1,4,0,3
"Welcome to our website, user 994",https://www.legit994.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1108",http://192.168.88.88/login.php,1,30,1,4,0,3
"Welcome to our website, user 730",https://www.legit730.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1974",http://192.168.189.189/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1273",http://192.168.253.253/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1751",http://192.168.221.221/login.php,1,32,1,4,0,3
"Welcome to our website, user 3509",https://www.legit3509.com/login,0,31,0,2,1,1
"Welcome to our website, user 3533",https://www.legit3533.com/login,0,31,0,2,1,1
"Welcome to our website, user 2513",https://www.legit2513.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 436",http://192.168.181.181/login.php,1,32,1,4,0,3
"Welcome to our website, user 3625",https://www.legit3625.com/login,0,31,0,2,1,1
"Welcome to our website, user 465",https://www.legit465.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1755",http://192.168.225.225/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1759",http://192.168.229.229/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2991",http://192.168.186.186/login.php,1,32,1,4,0,3
"Welcome to our website, user 157",https://www.legit157.com/login,0,30,0,2,1,1
"Welcome to our website, user 3960",https://www.legit3960.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3832",http://192.168.7.7/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 470",http://192.168.215.215/login.php,1,32,1,4,0,3
"Welcome to our website, user 185",https://www.legit185.com/login,0,30,0,2,1,1
"Welcome to our website, user 1002",https://www.legit1002.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4508",http://192.168.173.173/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 623",http://192.168.113.113/login.php,1,32,1,4,0,3
"Welcome to our website, user 400",https://www.legit400.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1240",http://192.168.220.220/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3940",http://192.168.115.115/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4932",http://192.168.87.87/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2342",http://192.168.47.47/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4832",http://192.168.242.242/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3466",http://192.168.151.151/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3756",http://192.168.186.186/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2958",http://192.168.153.153/login.php,1,32,1,4,0,3
"Welcome to our website, user 1250",https://www.legit1250.com/login,0,31,0,2,1,1
"Welcome to our website, user 3143",https://www.legit3143.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2430",http://192.168.135.135/login.php,1,32,1,4,0,3
"Welcome to our website, user 59",https://www.legit59.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 2855",http://192.168.50.50/login.php,1,30,1,4,0,3
"Welcome to our website, user 1113",https://www.legit1113.com/login,0,31,0,2,1,1
"Welcome to our website, user 3057",https://www.legit3057.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4569",http://192.168.234.234/login.php,1,32,1,4,0,3
"Welcome to our website, user 1328",https://www.legit1328.com/login,0,31,0,2,1,1
"Welcome to our website, user 4995",https://www.legit4995.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1682",http://192.168.152.152/login.php,1,32,1,4,0,3
"Welcome to our website, user 2072",https://www.legit2072.com/login,0,31,0,2,1,1
"Welcome to our website, user 4793",https://www.legit4793.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1829",http://192.168.44.44/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4629",http://192.168.39.39/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3218",http://192.168.158.158/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2567",http://192.168.17.17/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 922",http://192.168.157.157/login.php,1,32,1,4,0,3
"Welcome to our website, user 1550",https://www.legit1550.com/login,0,31,0,2,1,1
"Welcome to our website, user 1009",https://www.legit1009.com/login,0,31,0,2,1,1
"Welcome to our website, user 3755",https://www.legit3755.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3681",http://192.168.111.111/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4342",http://192.168.7.7/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 3009",http://192.168.204.204/login.php,1,32,1,4,0,3
"Welcome to our website, user 3860",https://www.legit3860.com/login,0,31,0,2,1,1
"Welcome to our website, user 3148",https://www.legit3148.com/login,0,31,0,2,1,1
"Welcome to our website, user 2519",https://www.legit2519.com/login,0,31,0,2,1,1
"Welcome to our website, user 3127",https://www.legit3127.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4084",http://192.168.4.4/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 316",http://192.168.61.61/login.php,1,30,1,4,0,3
"Welcome to our website, user 1195",https://www.legit1195.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4050",http://192.168.225.225/login.php,1,32,1,4,0,3
"Welcome to our website, user 879",https://www.legit879.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1989",http://192.168.204.204/login.php,1,32,1,4,0,3
